id,category,query1,query2,label
5011,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕该做什么？,1.0
5012,感冒,小宝宝感冒流鼻涕怎么办？,宝宝感冒咳嗽流鼻涕，有痰，吃什么药啊？,0.0
5013,感冒,小宝宝感冒流鼻涕怎么办？,宝宝感冒流鼻涕，吃点什么见效快？,0.0
5014,感冒,小宝宝感冒流鼻涕怎么办？,孩子感冒流鼻涕鼻塞需要吃什么药物呢？,0.0
5015,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕咋办,1.0
5016,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕怎么办才好,1.0
5017,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕是病毒性吗,0.0
5018,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕是受凉了吗,0.0
5019,感冒,小宝宝感冒流鼻涕怎么办？,小宝宝感冒流鼻涕能不能服用奥司他韦,0.0
5020,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕吃什么药缓解,1.0
5021,感冒,感冒鼻塞流鼻涕吃什么药,感冒引起的鼻塞流鼻涕吃什么药,1.0
5022,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕是那种感冒,0.0
5023,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕吃几种药,0.0
5024,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕不能吃什么,0.0
5025,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕怎么办,1.0
5026,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕有什么方法,1.0
5027,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕不严重不吃药行吗,0.0
5028,感冒,感冒鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕清热解毒口服液能用吗,0.0
5029,感冒,感冒鼻塞流鼻涕吃什么药,宝宝感冒鼻塞流鼻涕吃什么药,0.0
5030,感冒,感冒挂什么科外科还是内科,感冒属于外科还是内科,1.0
5031,感冒,感冒挂什么科外科还是内科,感冒挂什么科室,1.0
5032,感冒,感冒挂什么科外科还是内科,外科和内科的区别,0.0
5033,感冒,感冒挂什么科外科还是内科,内科和外科都包括什么,0.0
5034,感冒,感冒挂什么科外科还是内科,感冒期间能做外科手术吗,0.0
5035,感冒,感冒挂什么科外科还是内科,感冒挂外科还是内科,1.0
5036,感冒,感冒挂什么科外科还是内科,感冒需要挂什么科,1.0
5037,感冒,感冒挂什么科外科还是内科,感冒流鼻涕输液可以吗？,0.0
5038,感冒,感冒挂什么科外科还是内科,感冒鼻塞流鼻涕有什么方法,0.0
5039,感冒,感冒挂什么科外科还是内科,感冒鼻塞流鼻涕清热解毒口服液能用吗,0.0
5040,感冒,怀孕第一个月吃感冒药有影响吗？,感冒药对孕妇有影响吗,1.0
5041,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃感冒药影响大吗,1.0
5042,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃感冒药对胎儿听力有影响吗,0.0
5043,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃什感冒药好,0.0
5044,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃感冒药对孩子有什么危害,0.0
5045,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月能吃感冒药吗,1.0
5046,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃感冒药可以吗？,1.0
5047,感冒,怀孕第一个月吃感冒药有影响吗？,吃感冒药对胎儿有影响吗？,0.0
5048,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕后可以吃保健品吗？,0.0
5049,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃什么好？,0.0
5050,感冒,怀孕第一个月吃感冒药有影响吗？,吃感冒药对孕妇有什么影响吗,1.0
5051,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月能吃感冒药吗,1.0
5052,感冒,怀孕第一个月吃感冒药有影响吗？,怀孕期间发烧了吃什么药,0.0
5053,感冒,怀孕第一个月吃感冒药有影响吗？,感冒药的注意事项是什么,0.0
5054,感冒,怀孕第一个月吃感冒药有影响吗？,孕妇感冒注意多休息多喝水不吃药能不能好,0.0
5055,感冒,感冒了嗓子不舒服怎么办,感冒了嗓子不舒服有什么妙招,1.0
5056,感冒,感冒了嗓子不舒服怎么办,感冒嗓子不舒服的解决办法,1.0
5057,感冒,感冒了嗓子不舒服怎么办,感冒嗓子不舒服不想吃药怎么办,0.0
5058,感冒,感冒了嗓子不舒服怎么办,感冒嗓子不舒服可以吃阿莫西林吗,0.0
5059,感冒,感冒了嗓子不舒服怎么办,嗓子不舒服不感冒怎么回事,0.0
5060,感冒,感冒了嗓子不舒服怎么办,感冒了嗓子不舒服有什么好办法,1.0
5061,感冒,感冒了嗓子不舒服怎么办,感冒了嗓子不舒服怎样治疗,1.0
5062,感冒,感冒了嗓子不舒服怎么办,孩子感冒了嗓子不舒服喝板蓝根行吗,0.0
5063,感冒,感冒了嗓子不舒服怎么办,嗓子不舒服喝头孢类药可以吗,0.0
5064,感冒,感冒了嗓子不舒服怎么办,孩子感冒了嗓子不舒服怎么办,0.0
5065,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期的妈妈能否吃感冒药,1.0
5066,感冒,哺乳期感冒可以吃感冒药吗？,浦乳期不小心感冒了，能不能吃些感冒药？,1.0
5067,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期感冒吃药影响孩子吗,0.0
5068,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期感冒不能吃感冒药吗,0.0
5069,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期感冒能吃退烧药吗,0.0
5070,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期的宝宝感冒能吃感冒药吗？,1.0
5071,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期的妈妈感冒吃感冒药行吗？,1.0
5072,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期的宝宝感冒能喝葱姜水吗,0.0
5073,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期妈妈感冒喝姜糖水有效果吗？,0.0
5074,感冒,哺乳期感冒可以吃感冒药吗？,哺乳期感冒可以吃阿莫西林吗？,0.0
5075,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是感冒症状吗,1.0
5076,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕就一定是感冒了吗,1.0
5077,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕怎么办,0.0
5078,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是鼻炎吗,0.0
5079,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕感冒需要吃药吗,0.0
5080,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是不是感冒了？,1.0
5081,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是怎么办？,1.0
5082,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕需要吃药吗？,0.0
5083,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕能吃抗生素吗？,0.0
5084,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕注意保暖多喝水可以吗？,0.0
5085,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是不是感冒了？,1.0
5086,感冒,宝宝流鼻涕是感冒了吗？,小孩子流鼻涕是不是感冒的症状？,1.0
5087,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕是鼻炎吗,0.0
5088,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕可以多吃水果吗,0.0
5089,感冒,宝宝流鼻涕是感冒了吗？,宝宝流鼻涕能喝萝卜煮水吗,0.0
5090,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒能喝小柴胡颗粒吗,1.0
5091,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒要不要喝小柴胡颗粒,1.0
5092,感冒,孕妇感冒可以喝小柴胡颗粒吗,小柴胡颗粒孕妇用量,0.0
5093,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇治感冒最快的方法,0.0
5094,感冒,孕妇感冒可以喝小柴胡颗粒吗,小柴胡颗粒禁忌孕妇,0.0
5095,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒可不可以喝小柴胡颗粒,1.0
5096,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒喝小柴胡颗粒行吗,1.0
5097,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒是免疫力低的原因吗,0.0
5098,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒流鼻涕可以喝感冒灵吗,0.0
5099,感冒,孕妇感冒可以喝小柴胡颗粒吗,孕妇感冒咳嗽可以双黄连吗,0.0
5100,感冒,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕咳嗽需要吃什么,1.0
5101,感冒,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕咳嗽能吃什么,1.0
5102,感冒,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕是感冒吗,0.0
5103,感冒,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕属于什么感冒,0.0
5104,感冒,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕咳嗽挂什么科室,0.0
5105,感冒,孕妇经常闻风油精和花露水好吗,孕妇能不能经常闻风油精和花露水,1.0
5106,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常闻花露水和风油精有影响吗,1.0
5107,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常闻花露水和风油精是病吗,0.0
5108,感冒,孕妇经常闻风油精和花露水好吗,花露水和风油精那个对孕妇危害小,0.0
5109,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常闻风油精和花露水会流产吗,0.0
5110,感冒,孕妇经常闻风油精和花露水好吗,孕妇能经常闻风油精和花露水吗,1.0
5111,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常闻风油精和花露水行吗,1.0
5112,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常喝咖啡好吗,0.0
5113,感冒,孕妇经常闻风油精和花露水好吗,孕妇能外用风油精吗,0.0
5114,感冒,孕妇经常闻风油精和花露水好吗,孕妇经常用花露水对胎儿有影响吗,0.0
5115,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒了可以吃什么,1.0
5116,感冒,要是孕妇感冒了吃什么好？？,吃什么对孕妇感冒好,1.0
5117,感冒,要是孕妇感冒了吃什么好？？,孕妇吃什么预防感冒,0.0
5118,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒不能吃什么,0.0
5119,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒了吃什么药,0.0
5120,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒了能吃什么？？,1.0
5121,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒了可以吃什么？？,1.0
5122,感冒,要是孕妇感冒了吃什么好？？,要是孕妇感冒了能用药吗？？,0.0
5123,感冒,要是孕妇感冒了吃什么好？？,孕妇感冒了用苹果蜂蜜水好不好？？,0.0
5124,感冒,要是孕妇感冒了吃什么好？？,孕妇感冒了用热水烫脚可以吗？？,0.0
5125,感冒,小孩感冒发热吃药好还是打针好？,小还感冒发热怎样处理比较好,1.0
5126,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热建议吃药还是打针,1.0
5127,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃药打针可以一起吗,0.0
5128,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃药打针对孩子的危害一样吗,0.0
5129,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热不吃药不打针行吗,0.0
5130,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃药打针那个好？,1.0
5131,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃药还是打针？,1.0
5132,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热能吃清开灵颗粒吗？,0.0
5133,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热超38度必须打针吗？,0.0
5134,感冒,小孩感冒发热吃药好还是打针好？,小孩感冒发热吃那种药退烧效果好？,0.0
5135,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃了感冒药影响怀孕吗,1.0
5136,感冒,排卵期前吃感冒药还能怀孕吗,排卵期吃感冒药可以怀孕吗,1.0
5137,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药怀孕孩子能不能要,0.0
5138,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药月经会推迟吗,0.0
5139,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药怀孕对孩子有影响吗,0.0
5140,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药能怀孕吗,1.0
5141,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药还有可能怀孕吗,1.0
5142,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药怀孕了有影响吗,0.0
5143,感冒,排卵期前吃感冒药还能怀孕吗,排卵期前感冒了月经会推迟吗,0.0
5144,感冒,排卵期前吃感冒药还能怀孕吗,排卵期后多久能测出怀孕,0.0
5145,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕需要治疗吗,1.0
5146,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕需要处理吗,1.0
5147,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕是感冒吗,0.0
5148,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕是鼻炎吗,0.0
5149,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕正常吗,0.0
5150,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕怎样治,1.0
5151,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕有什么方法,1.0
5152,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕是受凉了吗,0.0
5153,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕能贴鼻贴吗,0.0
5154,感冒,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕能吃消炎药吗,0.0
5155,感冒,晕车吃三九感冒灵管用吗,晕车能吃三九感冒灵吗,1.0
5156,感冒,晕车吃三九感冒灵管用吗,晕车吃三九感冒灵可以吗,1.0
5157,感冒,晕车吃三九感冒灵管用吗,晕车不能吃什么药,0.0
5158,感冒,晕车吃三九感冒灵管用吗,晕车不能吃三九感冒灵,0.0
5159,感冒,晕车吃三九感冒灵管用吗,晕车吃什么药好,0.0
5160,感冒,晕车吃三九感冒灵管用吗,晕车可以吃三九感冒灵吗,1.0
5161,感冒,晕车吃三九感冒灵管用吗,晕车能不能吃三九感冒灵,1.0
5162,感冒,晕车吃三九感冒灵管用吗,晕车吃什么药好,0.0
5163,感冒,晕车吃三九感冒灵管用吗,感冒咳嗽可以吃三九感冒灵吗,0.0
5164,感冒,晕车吃三九感冒灵管用吗,晕车药和感冒药能同时吃吗,0.0
5165,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕怎么用药,1.0
5166,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕该怎么治,1.0
5167,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩感冒老是流鼻涕怎么办呀,0.0
5168,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩感冒后好了还咳嗽怎么办呀,0.0
5169,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩老是流黄浓鼻涕怎么办呀,0.0
5170,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕有什么办法,1.0
5171,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩不感冒老是流鼻涕怎样治疗,1.0
5172,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩老是流鼻涕是感冒了吗,0.0
5173,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,一岁半的小孩老是流鼻涕是鼻炎吗,0.0
5174,感冒,一岁半的小孩不感冒老是流鼻涕怎么办呀,不感冒老是流鼻涕能喝清开灵吗,0.0
5175,感冒,经常感冒是怎么引起的啊？,经常感冒是怎么回事啊？,1.0
5176,感冒,经常感冒是怎么引起的啊？,经常感冒是什么原因引起的啊？,1.0
5177,感冒,经常感冒是怎么引起的啊？,经常感冒老是治不好怎么办？,0.0
5178,感冒,经常感冒是怎么引起的啊？,经常感冒是吃什么药好？,0.0
5179,感冒,经常感冒是怎么引起的啊？,经常感冒引起的扁桃体炎一直不好怎么办,0.0
5180,感冒,经常感冒是怎么引起的啊？,为什么经常感冒？,1.0
5181,感冒,经常感冒是怎么引起的啊？,经常感冒有什么办法治吗？,1.0
5182,感冒,经常感冒是怎么引起的啊？,经常感冒是身体里有细菌吗,0.0
5183,感冒,经常感冒是怎么引起的啊？,经常感冒吃什么增加抵抗力？,0.0
5184,感冒,经常感冒是怎么引起的啊？,经常感冒过敏性鼻炎吗是？,0.0
5185,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害该怎么治？,1.0
5186,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害有什么办法？,1.0
5187,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害吃什么消炎药？,0.0
5188,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害可以吃抗病毒的药吗,0.0
5189,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害能引起咽喉炎吗？,0.0
5190,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害怎么治疗？,1.0
5191,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害有什么办法？,1.0
5192,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害是咽炎吗？,0.0
5193,感冒,感冒嗓子疼的厉害怎么办？,感冒嗓子疼咳嗽和双黄连可以吗？,0.0
5194,感冒,感冒嗓子疼的厉害怎么办？,小孩子感冒嗓子疼能输消炎药吗？,0.0
5195,感冒,小孩子老是感冒该怎么办啊？,小孩子为什么老是感冒,1.0
5196,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒该怎么治疗？,1.0
5197,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒是什么原因引起的啊？,0.0
5198,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒应该注意哪些？,0.0
5199,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒能用抗菌素吗？,0.0
5200,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒怎么治？,1.0
5201,感冒,小孩子老是感冒该怎么办啊？,为什么小孩子老是感冒？,1.0
5202,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒能打流感疫苗吗？,0.0
5203,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒该怎样增强免疫力？,0.0
5204,感冒,小孩子老是感冒该怎么办啊？,小孩子老是感冒咳嗽是上呼吸道感染吗？,0.0
5205,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒可以吃什么,1.0
5206,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒能吃什么,1.0
5207,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒要多喝水,0.0
5208,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒需要注意什么,0.0
5209,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒吃新鲜水果能增加抵抗力,0.0
5210,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒补充什么好,1.0
5211,感冒,抵抗力差容易感冒吃什么好,抵抗力差容易感冒能吃什么,1.0
5212,感冒,抵抗力差容易感冒吃什么好,宝宝抵抗力差容易感冒多吃水果好吗,0.0
5213,感冒,抵抗力差容易感冒吃什么好,增强锻炼预防抵抗力差容易感冒吗,0.0
5214,感冒,抵抗力差容易感冒吃什么好,抵抗力差的人容易患上呼吸道感染吗,0.0
5215,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能吃什么药,1.0
5216,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛可以吃什么药,1.0
5217,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能吃消炎药吗,0.0
5218,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能吃清热解毒的药吗,0.0
5219,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛要多喝水,0.0
5220,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能吃什么药,1.0
5221,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛可以吃什么药,1.0
5222,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛能输消炎药吗,0.0
5223,感冒,怀孕感冒喉咙痛吃什么药好,怀孕感冒喉咙痛是上火还是病毒感染,0.0
5224,感冒,怀孕感冒喉咙痛吃什么药好,怀孕容易感冒补充营养可以吗,0.0
5225,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛可以吃什么水果,1.0
5226,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛能吃什么水果,1.0
5227,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛不能吃什么水果,0.0
5228,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛可以吃凉性水果,0.0
5229,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛是不是咽喉炎,0.0
5230,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛什么水果可以吃,1.0
5231,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛能吃什么水果,1.0
5232,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛能吃火龙果吗,0.0
5233,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛多喝白开水好吗,0.0
5234,感冒,感冒喉咙痛吃什么水果好,感冒喉咙痛可以喝葱姜水吗,0.0
5235,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕，能吃什么药？,1.0
5236,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕感冒，吃什么药好？,1.0
5237,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕打喷嚏注意不要受凉？,0.0
5238,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕有小偏方吗？,0.0
5239,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕咳嗽怎么办？,0.0
5240,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕，可以吃什么药？,1.0
5241,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕，用吃什么药？,1.0
5242,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕是感冒吗？,0.0
5243,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕是鼻炎？,0.0
5244,感冒,宝宝流清鼻涕，吃什么药好？,宝宝流清鼻涕可以喝葱姜水吗？,0.0
5245,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊是为什么,1.0
5246,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊是怎么回事,1.0
5247,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊要多喝水,0.0
5248,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊可以用抗生素吗,0.0
5249,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊要多休息,0.0
5250,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊怎么治,1.0
5251,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛眼睛迷糊有什么方法,1.0
5252,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,感冒头痛全身酸痛可以服用板蓝根吗,0.0
5253,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,孩子感冒头痛能吃银翘解毒丸吗,0.0
5254,感冒,感冒头痛全身酸痛眼睛迷糊怎么办,全身酸痛眼睛迷糊于颈椎有关系吗,0.0
5255,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗是为什么,1.0
5256,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗能用什么药,1.0
5257,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗是流感的症状,0.0
5258,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热怎么办,0.0
5259,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗需要多休息,0.0
5260,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗有什么办法,1.0
5261,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗怎么治,1.0
5262,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒头疼发热全身出虚汗对胎儿有影响吗,0.0
5263,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,头疼发热全身出虚汗是感冒的症状吗,0.0
5264,感冒,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热输双黄连可以吗,0.0
5265,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时能喝茶叶水吗？,1.0
5266,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时茶叶水能服用吗？,1.0
5267,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时不可以喝茶叶水,0.0
5268,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时可以喝白开水,0.0
5269,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时不可以用茶叶水吗？,0.0
5270,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时能喝茶叶水吗？,1.0
5271,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时喝茶叶水可以吗？,1.0
5272,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时能用果汁吗,0.0
5273,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了能喝抗病毒口服液吗,0.0
5274,感冒,感冒了吃药时可以喝茶叶水吗？,风热型感冒吃什么药好,0.0
5275,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时能喝茶叶水吗？,1.0
5276,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时茶叶水能服用吗？,1.0
5277,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时可以喝抗病毒口服液吗,0.0
5278,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时多喝白开水有效吗,0.0
5279,感冒,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时能喝奶茶吗？,0.0
5280,感冒,感冒期间能怀孕吗请问？,感冒期间能不能怀孕请问？,1.0
5281,感冒,感冒期间能怀孕吗请问？,感冒期间可以怀孕吗请问？,1.0
5282,感冒,感冒期间能怀孕吗请问？,感冒期间怀孕了请问怎么办？,0.0
5283,感冒,感冒期间能怀孕吗请问？,感冒期间怀孕能吃药吗请问？,0.0
5284,感冒,感冒期间能怀孕吗请问？,感冒期间怀孕能补充营养品吗,0.0
